orden	loc	area	mhab1	mhab2	point	name	ox	oy	x	y	species	code	year	n	densm2
58413	IN	NEW	P	P	5	INP5	34,9	269,7	234,90	569,70	Pnig	seed	1998-99	0	0,00
58414	IN	NEW	P	P	6	INP6	37,77	280,42	237,77	580,42	Pnig	seed	1998-99	0	0,00
58415	IN	NEW	P	P	7	INP7	27,2	283,04	227,20	583,04	Pnig	seed	1998-99	3	18,07
58416	IN	NEW	P	P	8	INP8	14,76	302,11	214,76	602,11	Pnig	seed	1998-99	0	0,00
58417	IN	NEW	P	P	9	INP9	-3,42	311,26	196,58	611,26	Pnig	seed	1998-99	7	42,17
58418	IN	NEW	P	P	10	INP10	2,03	317,98	202,03	617,98	Pnig	seed	1998-99	0	0,00
58419	IN	NEW	P	P	11	INP11	26,49	326,43	226,49	626,43	Pnig	seed	1998-99	0	0,00
58420	IN	NEW	P	P	12	INP12	12,73	342,83	212,73	642,83	Pnig	seed	1998-99	0	0,00
58421	IN	NEW	P	P	13	INP13	33,43	363,61	233,43	663,61	Pnig	seed	1998-99	0	0,00
58422	IN	NEW	P	P	14	INP14	62,9	350,11	262,90	650,11	Pnig	seed	1998-99	0	0,00
58423	IN	NEW	P	P	15	INP15	73,5	362,75	273,50	662,75	Pnig	seed	1998-99	0	0,00
58424	IN	NEW	P	P	16	INP16	60,18	393,71	260,18	693,71	Pnig	seed	1998-99	0	0,00
58425	IN	NEW	P	P	17	INP17	60,18	402,71	260,18	702,71	Pnig	seed	1998-99	0	0,00
58426	IN	NEW	P	P	18	INP18	66,23	419,25	266,23	719,25	Pnig	seed	1998-99	0	0,00
58427	IN	NEW	P	P	19	INP19	72,15	426,3	272,15	726,30	Pnig	seed	1998-99	0	0,00
58428	IN	NEW	P	P	20	INP20	75,02	432,46	275,02	732,46	Pnig	seed	1998-99	0	0,00
58429	IN	NEW	P	P	21	INP21	119,22	409	319,22	709,00	Pnig	seed	1998-99	0	0,00
58430	IN	NEW	P	P	22	INP22	116,1	391,28	316,10	691,28	Pnig	seed	1998-99	0	0,00
58431	IN	NEW	P	P	23	INP23	121,52	382,7	321,52	682,70	Pnig	seed	1998-99	0	0,00
58432	IN	NEW	P	P	24	INP24	111,42	388,58	311,42	688,58	Pnig	seed	1998-99	0	0,00
58433	IN	NEW	P	P	25	INP25	80,86	407,51	280,86	707,51	Pnig	seed	1998-99	0	0,00
58434	IN	NEW	P	P	26	INP26	107,55	377,87	307,55	677,87	Pnig	seed	1998-99	0	0,00
58435	IN	NEW	P	P	27	INP27	103,32	366,14	303,32	666,14	Pnig	seed	1998-99	0	0,00
58436	IN	NEW	P	P	28	INP28	110,95	356,09	310,95	656,09	Pnig	seed	1998-99	0	0,00
58437	IN	NEW	P	P	29	INP29	117,51	347,58	317,51	647,58	Pnig	seed	1998-99	0	0,00
58438	IN	NEW	P	P	30	INP30	106,7	346,41	306,70	646,41	Pnig	seed	1998-99	0	0,00
58439	IN	NEW	P	P	31	INP31	107,55	339,22	307,55	639,22	Pnig	seed	1998-99	0	0,00
58440	IN	NEW	P	P	32	INP32	101,53	337,85	301,53	637,85	Pnig	seed	1998-99	0	0,00
58441	IN	NEW	P	P	33	INP33	93,34	341,78	293,34	641,78	Pnig	seed	1998-99	0	0,00
58442	IN	NEW	P	P	34	INP34	90,49	331,16	290,49	631,16	Pnig	seed	1998-99	0	0,00
58443	IN	NEW	P	P	35	INP35	90,49	321,3	290,49	621,30	Pnig	seed	1998-99	0	0,00
58444	IN	NEW	P	P	36	INP36	84,28	307,97	284,28	607,97	Pnig	seed	1998-99	0	0,00
58445	IN	NEW	P	P	37	INP37	76,93	314,14	276,93	614,14	Pnig	seed	1998-99	0	0,00
58446	IN	NEW	P	P	38	INP38	75,68	305,67	275,68	605,67	Pnig	seed	1998-99	0	0,00
58447	IN	NEW	P	P	39	INP39	87,88	294,55	287,88	594,55	Pnig	seed	1998-99	0	0,00
58448	IN	NEW	P	P	40	INP40	100,8	312,4	300,80	612,40	Pnig	seed	1998-99	0	0,00
58449	IN	NEW	R	R	46	INR46	91,68	213,66	291,68	513,66	00DA	seed	1998-99	0	0,00
58450	IN	NEW	R	R	47	INR47	90,1	215,55	290,10	515,55	00DA	seed	1998-99	0	0,00
58451	IN	NEW	R	R	48	INR48	91,06	214,7	291,06	514,70	00DA	seed	1998-99	0	0,00
58452	IN	NEW	R	R	49	INR49	96,91	217,53	296,91	517,53	00DA	seed	1998-99	0	0,00
58453	IN	NEW	R	R	50	INR50	95,42	214,23	295,42	514,23	00DA	seed	1998-99	1	6,02
58454	IN	NEW	R	R	51	INR51	79,86	219,66	279,86	519,66	00DA	seed	1998-99	0	0,00
58455	IN	NEW	R	R	52	INR52	81,61	219,8	281,61	519,80	00DA	seed	1998-99	0	0,00
58456	IN	NEW	R	R	53	INR53	78,91	222,72	278,91	522,72	00DA	seed	1998-99	0	0,00
58457	IN	NEW	R	R	54	INR54	77,01	223,66	277,01	523,66	00DA	seed	1998-99	0	0,00
58458	IN	NEW	R	R	55	INR55	80,34	224,77	280,34	524,77	00DA	seed	1998-99	0	0,00
58459	IN	NEW	R	R	56	INR56	81,18	224,51	281,18	524,51	00DA	seed	1998-99	0	0,00
58460	IN	NEW	R	R	57	INR57	82,72	226,11	282,72	526,11	00DA	seed	1998-99	1	6,02
58461	IN	NEW	R	R	58	INR58	81,92	226,84	281,92	526,84	00DA	seed	1998-99	0	0,00
58462	IN	NEW	R	R	59	INR59	80,94	227,81	280,94	527,81	00DA	seed	1998-99	0	0,00
58463	IN	NEW	R	R	60	INR60	83,21	228,87	283,21	528,87	00DA	seed	1998-99	0	0,00
58464	IN	NEW	R	R	61	INR61	84,03	226,61	284,03	526,61	00DA	seed	1998-99	1	6,02
58465	IN	NEW	R	R	62	INR62	90,1	225,65	290,10	525,65	00DA	seed	1998-99	1	6,02
58466	IN	NEW	R	R	63	INR63	91,01	228,87	291,01	528,87	00DA	seed	1998-99	0	0,00
58467	IN	NEW	R	R	64	INR64	87,39	235	287,39	535,00	00DA	seed	1998-99	0	0,00
58468	IN	NEW	R	R	65	INR65	83,1	237,49	283,10	537,49	00DA	seed	1998-99	0	0,00
58469	IN	NEW	R	R	66	INR66	80,34	245,63	280,34	545,63	00DA	seed	1998-99	0	0,00
58470	IN	NEW	R	R	67	INR67	87,34	249,14	287,34	549,14	00DA	seed	1998-99	0	0,00
58471	IN	NEW	R	R	68	INR68	99,01	257,29	299,01	557,29	00DA	seed	1998-99	0	0,00
58472	IN	NEW	R	R	69	INR69	95,37	259,49	295,37	559,49	00DA	seed	1998-99	0	0,00
58473	IN	NEW	R	R	70	INR70	92,27	262,67	292,27	562,67	00DA	seed	1998-99	0	0,00
58474	IN	NEW	R	R	71	INR71	79,3	362,75	279,30	662,75	00DA	seed	1998-99	0	0,00
58475	IN	NEW	R	R	72	INR72	83,54	371,17	283,54	671,17	00DA	seed	1998-99	0	0,00
58476	IN	NEW	R	R	73	INR73	89,32	371,23	289,32	671,23	00DA	seed	1998-99	0	0,00
58477	IN	NEW	R	R	74	INR74	93,26	374,04	293,26	674,04	00DA	seed	1998-99	0	0,00
58478	IN	NEW	R	R	75	INR75	95,34	370,82	295,34	670,82	00DA	seed	1998-99	0	0,00
58479	IN	NEW	R	R	76	INR76	91,24	381,33	291,24	681,33	00DA	seed	1998-99	0	0,00
58480	IN	NEW	R	R	77	INR77	95,04	383,1	295,04	683,10	00DA	seed	1998-99	0	0,00
58481	IN	NEW	R	R	78	INR78	98,43	384,85	298,43	684,85	00DA	seed	1998-99	0	0,00
58482	IN	NEW	R	R	79	INR79	101,99	387,5	301,99	687,50	00DA	seed	1998-99	0	0,00
58483	IN	NEW	R	R	80	INR80	107,91	395,52	307,91	695,52	00DA	seed	1998-99	0	0,00
58484	IN	NEW	S	S	41	INS41	41,71	277,82	241,71	577,82	00DA	seed	1998-99	0	0,00
58485	IN	NEW	S	S	42	INS42	36,17	264,13	236,17	564,13	00DA	seed	1998-99	0	0,00
58486	IN	NEW	S	S	43	INS43	37,48	259,77	237,48	559,77	00DA	seed	1998-99	0	0,00
58487	IN	NEW	S	S	44	INS44	41,55	254,01	241,55	554,01	00DA	seed	1998-99	0	0,00
58488	IN	NEW	S	S	45	INS45	43,44	249,22	243,44	549,22	00DA	seed	1998-99	0	0,00
58489	IN	NEW	S	S	46	INS46	45,09	243,34	245,09	543,34	00DA	seed	1998-99	0	0,00
58490	IN	NEW	S	S	47	INS47	47,74	240,08	247,74	540,08	00DA	seed	1998-99	0	0,00
58491	IN	NEW	S	S	48	INS48	50,82	238,22	250,82	538,22	00DA	seed	1998-99	0	0,00
58492	IN	NEW	S	S	49	INS49	52,84	236,14	252,84	536,14	00DA	seed	1998-99	0	0,00
58493	IN	NEW	S	S	50	INS50	46,55	235,68	246,55	535,68	00DA	seed	1998-99	0	0,00
58494	IN	NEW	S	S	51	INS51	30,14	279,63	230,14	579,63	00DA	seed	1998-99	0	0,00
58495	IN	NEW	S	S	52	INS52	36,26	296,04	236,26	596,04	00DA	seed	1998-99	0	0,00
58496	IN	NEW	S	S	53	INS53	43,38	311,8	243,38	611,80	00DA	seed	1998-99	0	0,00
58497	IN	NEW	S	S	54	INS54	45,87	326,21	245,87	626,21	00DA	seed	1998-99	0	0,00
58498	IN	NEW	S	S	55	INS55	77,1	356,52	277,10	656,52	00DA	seed	1998-99	0	0,00
58499	IN	NEW	S	S	56	INS56	69,8	348,94	269,80	648,94	00DA	seed	1998-99	0	0,00
58500	IN	NEW	S	S	57	INS57	49,08	303,95	249,08	603,95	00DA	seed	1998-99	0	0,00
58501	IN	NEW	S	S	58	INS58	43,29	286,76	243,29	586,76	00DA	seed	1998-99	0	0,00
58502	IN	NEW	S	S	59	INS59	46,06	279,07	246,06	579,07	00DA	seed	1998-99	0	0,00
58503	IN	NEW	S	S	60	INS60	54,59	321,54	254,59	621,54	00DA	seed	1998-99	0	0,00
58504	IN	NEW	S	S	61	INS61	52,14	245,63	252,14	545,63	00DA	seed	1998-99	0	0,00
58505	IN	NEW	S	S	62	INS62	57,11	244,62	257,11	544,62	00DA	seed	1998-99	0	0,00
58506	IN	NEW	S	S	63	INS63	58,33	248,53	258,33	548,53	00DA	seed	1998-99	0	0,00
58507	IN	NEW	S	S	64	INS64	64,1	247,05	264,10	547,05	00DA	seed	1998-99	0	0,00
58508	IN	NEW	S	S	65	INS65	68,13	247,79	268,13	547,79	00DA	seed	1998-99	0	0,00
58509	IN	NEW	S	S	66	INS66	70,1	250,41	270,10	550,41	00DA	seed	1998-99	0	0,00
58510	IN	NEW	S	S	67	INS67	74,28	249,13	274,28	549,13	00DA	seed	1998-99	0	0,00
58511	IN	NEW	S	S	68	INS68	75,89	253,34	275,89	553,34	00DA	seed	1998-99	0	0,00
58512	IN	NEW	S	S	69	INS69	79,55	254,7	279,55	554,70	00DA	seed	1998-99	0	0,00
58513	IN	NEW	S	S	70	INS70	75,83	262,44	275,83	562,44	00DA	seed	1998-99	0	0,00
58514	IN	NEW	S	S	71	INS71	87,14	264,33	287,14	564,33	00DA	seed	1998-99	0	0,00
58515	IN	NEW	S	S	72	INS72	90,05	272,32	290,05	572,32	00DA	seed	1998-99	0	0,00
58516	IN	NEW	S	S	73	INS73	91,56	276,46	291,56	576,46	00DA	seed	1998-99	0	0,00
58517	IN	NEW	S	S	74	INS74	104,77	301,5	304,77	601,50	00DA	seed	1998-99	0	0,00
58518	IN	NEW	S	S	75	INS75	109,14	304,06	309,14	604,06	00DA	seed	1998-99	0	0,00
58519	IN	NEW	S	S	76	INS76	114,84	306,58	314,84	606,58	00DA	seed	1998-99	0	0,00
58520	IN	NEW	S	S	77	INS77	116,5	312,4	316,50	612,40	00DA	seed	1998-99	0	0,00
58521	IN	NEW	S	S	78	INS78	120,32	314,11	320,32	614,11	00DA	seed	1998-99	0	0,00
58522	IN	NEW	S	S	79	INS79	123,21	318,4	323,21	618,40	00DA	seed	1998-99	0	0,00
58523	IN	NEW	S	S	80	INS80	122,82	322,67	322,82	622,67	00DA	seed	1998-99	0	0,00
58524	IN	OLD	A	A	1	I001	12,68	178,07	212,68	478,07	Pmah	seed	1998-99	0	0,00
58525	IN	OLD	A	A	2	I002	-1,15	169,45	198,85	469,45	Pmah	seed	1998-99	0	0,00
58526	IN	OLD	A	A	3	I003	-19,34	166,82	180,66	466,82	Cmon	seed	1998-99	0	0,00
58527	IN	OLD	A	A	4	I004	-21,53	168,46	178,47	468,46	Rspp	seed	1998-99	0	0,00
58528	IN	OLD	A	A	5	I005	-12,48	182,04	187,52	482,04	Pmah	seed	1998-99	4	24,10
58529	IN	OLD	A	A	6	I006	-25	159,23	175,00	459,23	Pmah	seed	1998-99	4	24,10
58530	IN	OLD	A	A	7	I007	-24,32	165,01	175,68	465,01	Rspp	seed	1998-99	2	12,05
58531	IN	OLD	A	A	8	I008	-24,64	161,46	175,36	461,46	Larb	seed	1998-99	0	0,00
58532	IN	OLD	A	A	9	I009	-41,02	172,14	158,98	472,14	Larb	seed	1998-99	0	0,00
58533	IN	OLD	A	A	10	I0010	-51,21	176,11	148,79	476,11	Pmah	seed	1998-99	3	18,07
58534	IN	OLD	A	A	11	I0011	-69,81	170,28	130,19	470,28	Rspp	seed	1998-99	0	0,00
58535	IN	OLD	A	A	12	I0012	-64,98	120,89	135,02	420,89	Larb	seed	1998-99	0	0,00
58536	IN	OLD	A	A	13	I0013	-94,55	128,47	105,45	428,47	Rspp	seed	1998-99	0	0,00
58537	IN	OLD	A	A	14	I0014	-100,3	128,02	99,70	428,02	Larb	seed	1998-99	0	0,00
58538	IN	OLD	A	A	15	I0015	-130,47	115,18	69,53	415,18	Cmon	seed	1998-99	0	0,00
58539	IN	OLD	A	A	16	I0016	-130,41	121,69	69,59	421,69	Larb	seed	1998-99	0	0,00
58540	IN	OLD	A	A	17	I0017	-129,03	128,28	70,97	428,28	Larb	seed	1998-99	0	0,00
58541	IN	OLD	A	A	18	I0018	-141,22	154,09	58,78	454,09	Cmon	seed	1998-99	0	0,00
58542	IN	OLD	A	A	19	I0019	47,21	155,73	247,21	455,73	Rspp	seed	1998-99	0	0,00
58543	IN	OLD	A	A	20	I0020	52,05	155,28	252,05	455,28	Pmah	seed	1998-99	0	0,00
58544	IN	OLD	A	A	21	I0021	59,99	153,22	259,99	453,22	Cmon	seed	1998-99	3	18,07
58545	IN	OLD	A	A	22	I0022	61,41	158,29	261,41	458,29	Cmon	seed	1998-99	3	18,07
58546	IN	OLD	A	A	23	I0023	61,24	148,58	261,24	448,58	Rspp	seed	1998-99	4	24,10
58547	IN	OLD	A	A	24	I0024	54,98	131,39	254,98	431,39	Cmon	seed	1998-99	2	12,05
58548	IN	OLD	A	A	25	I0025	41,88	115,92	241,88	415,92	Larb	seed	1998-99	5	30,12
58549	IN	OLD	A	A	26	I0026	32,81	111,69	232,81	411,69	Cmon	seed	1998-99	0	0,00
58550	IN	OLD	A	A	27	I0027	22,7	121,8	222,70	421,80	Pmah	seed	1998-99	7	42,17
58551	IN	OLD	A	A	28	I0028	40,8	107,14	240,80	407,14	Rspp	seed	1998-99	0	0,00
58552	IN	OLD	A	A	29	I0029	39,38	97,94	239,38	397,94	Cmon	seed	1998-99	8	48,19
58553	IN	OLD	A	A	30	I0030	42,29	95,5	242,29	395,50	Pmah	seed	1998-99	4	24,10
58554	IN	OLD	A	A	31	I0031	28,43	80,42	228,43	380,42	Cmon	seed	1998-99	9	54,22
58555	IN	OLD	A	A	32	I0032	16,28	56,89	216,28	356,89	Larb	seed	1998-99	2	12,05
58556	IN	OLD	A	A	33	I0033	-5,15	15,77	194,85	315,77	Larb	seed	1998-99	0	0,00
58557	IN	OLD	A	A	34	I0034	-59,99	-16,37	140,01	283,63	Cmon	seed	1998-99	0	0,00
58558	IN	OLD	A	A	35	I0035	-64,22	-7,06	135,78	292,94	Cmon	seed	1998-99	1	6,02
58559	IN	OLD	A	A	36	I0036	-64,22	7,64	135,78	307,64	Tbac	seed	1998-99	0	0,00
58560	IN	OLD	A	A	37	I0037	-66,86	17,49	133,14	317,49	Tbac	seed	1998-99	4	24,10
58561	IN	OLD	A	A	38	I0038	-88,16	10,51	111,84	310,51	Tbac	seed	1998-99	0	0,00
58562	IN	OLD	A	A	39	I0039	-71,05	48,78	128,95	348,78	Tbac	seed	1998-99	0	0,00
58563	IN	OLD	A	A	40	I0040	40,35	128,48	240,35	428,48	Tbac	seed	1998-99	2	12,05
58564	IN	OLD	A	A	41	I0041	-56,02	-19,67	143,98	280,33	Cmon	seed	1998-99	0	0,00
58565	IN	OLD	A	A	42	I0042	-62,47	-13,27	137,53	286,73	Cmon	seed	1998-99	2	12,05
58566	IN	OLD	A	A	43	I0043	-59,19	-1,65	140,81	298,35	Jpho	seed	1998-99	0	0,00
58567	IN	OLD	A	A	44	I0044	-71,3	7,02	128,70	307,02	Larb	seed	1998-99	0	0,00
58568	IN	OLD	A	A	45	I0045	-70,31	1,51	129,69	301,51	Rspp	seed	1998-99	0	0,00
58569	IN	OLD	A	A	46	I0046	-67,42	13,18	132,58	313,18	Rspp	seed	1998-99	0	0,00
58570	IN	OLD	A	A	47	I0047	-68,27	14,65	131,73	314,65	Larb	seed	1998-99	0	0,00
58571	IN	OLD	A	A	48	I0048	-74,38	15,73	125,62	315,73	Rspp	seed	1998-99	0	0,00
58572	IN	OLD	A	A	49	I0049	-50,87	20,5	149,13	320,50	Jpho	seed	1998-99	0	0,00
58573	IN	OLD	A	A	50	I0050	14,93	104,48	214,93	404,48	Jpho	seed	1998-99	2	12,05
58574	IN	OLD	A	A	51	I0051	-71,47	-11,77	128,53	288,23	Pmah	seed	1998-99	23	138,55
58575	IN	OLD	A	A	52	I0052	-74,77	-12,02	125,23	287,98	Pmah	seed	1998-99	7	42,17
58576	IN	OLD	A	A	53	I0053	-22,45	20,53	177,55	320,53	Larb	seed	1998-99	0	0,00
58577	IN	OLD	A	A	68	I0068	-42,43	233,21	157,57	533,21	Larb	seed	1998-99	0	0,00
58578	IN	OLD	A	A	69	I0069	-44,03	240,71	155,97	540,71	Larb	seed	1998-99	1	6,02
58579	IN	OLD	A	A	70	I0070	-123,87	183,58	76,13	483,58	Larb	seed	1998-99	0	0,00
58580	IN	OLD	A	A	79	I0079	-60,02	145,26	139,98	445,26	Jpho	seed	1998-99	1	6,02
58581	IN	OLD	A	A	80	I0080	-65,1	70,99	134,90	370,99	Tbac	seed	1998-99	0	0,00
58582	IN	OLD	A	A	54a	I0054a	-19,33	25,42	180,67	325,42	Larb	seed	1998-99	0	0,00
58583	IN	OLD	B	B	1	INB1	77,83	161,18	277,83	461,18	Jcom	seed	1998-99	0	0,00
58584	IN	OLD	B	B	2	INB2	62,12	165,34	262,12	465,34	Jcom	seed	1998-99	1	6,02
58585	IN	OLD	B	B	3	INB3	49,8	179,09	249,80	479,09	Jcom	seed	1998-99	0	0,00
58586	IN	OLD	B	B	4	INB4	9,85	163,87	209,85	463,87	Jcom	seed	1998-99	0	0,00
58587	IN	OLD	B	B	5	INB5	-3,3	175,99	196,70	475,99	Jcom	seed	1998-99	0	0,00
58588	IN	OLD	B	B	6	INB6	-24,93	192,28	175,07	492,28	Jcom	seed	1998-99	0	0,00
58589	IN	OLD	B	B	7	INB7	-63,42	209,06	136,58	509,06	Jcom	seed	1998-99	0	0,00
58590	IN	OLD	B	B	8	INB8	-58,06	169,88	141,94	469,88	Jcom	seed	1998-99	0	0,00
58591	IN	OLD	B	B	9	INB9	-55,85	146,31	144,15	446,31	Jcom	seed	1998-99	0	0,00
58592	IN	OLD	B	B	10	INB10	-88,12	139,7	111,88	439,70	Jcom	seed	1998-99	0	0,00
58593	IN	OLD	B	B	11	INB11	-46,83	154,01	153,17	454,01	Jcom	seed	1998-99	0	0,00
58594	IN	OLD	B	B	12	INB12	-66,09	163,47	133,91	463,47	Jcom	seed	1998-99	0	0,00
58595	IN	OLD	B	B	13	INB13	-76,29	147,82	123,71	447,82	Jcom	seed	1998-99	0	0,00
58596	IN	OLD	B	B	14	INB14	-95,77	124,21	104,23	424,21	Jcom	seed	1998-99	0	0,00
58597	IN	OLD	B	B	15	INB15	-98,06	124,31	101,94	424,31	Jcom	seed	1998-99	0	0,00
58598	IN	OLD	B	B	16	INB16	-3,49	9,58	196,51	309,58	Bvul	seed	1998-99	0	0,00
58599	IN	OLD	B	B	17	INB17	9,13	59,23	209,13	359,23	Bvul	seed	1998-99	0	0,00
58600	IN	OLD	B	B	18	INB18	7,75	59,47	207,75	359,47	Bvul	seed	1998-99	0	0,00
58601	IN	OLD	B	B	19	INB19	64,03	161,85	264,03	461,85	Bvul	seed	1998-99	0	0,00
58602	IN	OLD	B	B	20	INB20	79,75	178,48	279,75	478,48	Bvul	seed	1998-99	0	0,00
58603	IN	OLD	B	B	21	INB21	5,37	175,82	205,37	475,82	Bvul	seed	1998-99	0	0,00
58604	IN	OLD	B	B	22	INB22	-19,74	177,2	180,26	477,20	Bvul	seed	1998-99	0	0,00
58605	IN	OLD	B	B	23	INB23	-22,25	174,77	177,75	474,77	Bvul	seed	1998-99	0	0,00
58606	IN	OLD	B	B	24	INB24	-26,72	170,07	173,28	470,07	Bvul	seed	1998-99	0	0,00
58607	IN	OLD	B	B	25	INB25	-75,62	172,28	124,38	472,28	Bvul	seed	1998-99	0	0,00
58608	IN	OLD	B	B	26	INB26	-66,75	140,34	133,25	440,34	Bvul	seed	1998-99	0	0,00
58609	IN	OLD	B	B	27	INB27	-76,3	133,11	123,70	433,11	Bvul	seed	1998-99	0	0,00
58610	IN	OLD	B	B	28	INB28	-89,1	125,9	110,90	425,90	Bvul	seed	1998-99	0	0,00
58611	IN	OLD	B	B	29	INB29	-125,21	110,54	74,79	410,54	Bvul	seed	1998-99	0	0,00
58612	IN	OLD	B	B	30	INB30	-128,5	132,88	71,50	432,88	Bvul	seed	1998-99	0	0,00
58613	IN	OLD	B	B	31	INB31	-24,62	8,96	175,38	308,96	Rsax	seed	1998-99	0	0,00
58614	IN	OLD	B	B	32	INB32	-13,78	6,42	186,22	306,42	Rsax	seed	1998-99	0	0,00
58615	IN	OLD	B	B	33	INB33	-12,58	14,83	187,42	314,83	Rsax	seed	1998-99	0	0,00
58616	IN	OLD	B	B	34	INB34	-2,12	25,27	197,88	325,27	Rsax	seed	1998-99	0	0,00
58617	IN	OLD	B	B	35	INB35	0,65	28,57	200,65	328,57	Rsax	seed	1998-99	1	6,02
58618	IN	OLD	B	B	36	INB36	1,08	30,82	201,08	330,82	Rsax	seed	1998-99	0	0,00
58619	IN	OLD	B	B	37	INB37	12,11	60,2	212,11	360,20	Rsax	seed	1998-99	0	0,00
58620	IN	OLD	B	B	38	INB38	59,04	137,3	259,04	437,30	Rsax	seed	1998-99	0	0,00
58621	IN	OLD	B	B	39	INB39	73,62	178,24	273,62	478,24	Rsax	seed	1998-99	0	0,00
58622	IN	OLD	B	B	40	INB40	71,65	187,86	271,65	487,86	Rsax	seed	1998-99	0	0,00
58623	IN	OLD	B	B	74	INB74	56,62	135,9	256,62	435,90	Rsax	seed	1998-99	0	0,00
58624	IN	OLD	B	B	75	INB75	-3,63	31,14	196,37	331,14	Rsax	seed	1998-99	0	0,00
58625	IN	OLD	B	B	76	INB76	-8	27,42	192,00	327,42	Rsax	seed	1998-99	0	0,00
58626	IN	OLD	B	B	77	INB77	-9,43	25,42	190,57	325,42	Rsax	seed	1998-99	0	0,00
58627	IN	OLD	B	B	78	INB78	-31,48	11,46	168,52	311,46	Rsax	seed	1998-99	0	0,00
58628	IN	OLD	B	B	79	INB79	-65,18	3,9	134,82	303,90	Rsax	seed	1998-99	0	0,00
58629	IN	OLD	B	B	80	INB80	-65,44	-2,52	134,56	297,48	Rsax	seed	1998-99	0	0,00
58630	IN	OLD	N	N	1	INN1	-2,17	164,39	197,83	464,39	Qfag	seed	1998-99	0	0,00
58631	IN	OLD	N	N	2	INN2	-7,71	161,39	192,29	461,39	Agra	seed	1998-99	0	0,00
58632	IN	OLD	N	N	3	INN3	-31,77	151,62	168,23	451,62	Qfag	seed	1998-99	0	0,00
58633	IN	OLD	N	N	4	INN4	-42,25	150,67	157,75	450,67	Qfag	seed	1998-99	0	0,00
58634	IN	OLD	N	N	5	INN5	-49,72	172,18	150,28	472,18	Qfag	seed	1998-99	0	0,00
58635	IN	OLD	N	N	6	INN6	-68,29	181,17	131,71	481,17	Qfag	seed	1998-99	0	0,00
58636	IN	OLD	N	N	7	INN7	-71,28	178,03	128,72	478,03	Agra	seed	1998-99	1	6,02
58637	IN	OLD	N	N	8	INN8	-78,58	165,69	121,42	465,69	Qfag	seed	1998-99	0	0,00
58638	IN	OLD	N	N	9	INN9	-84,66	168,52	115,34	468,52	Qfag	seed	1998-99	0	0,00
58639	IN	OLD	N	N	10	INN10	-106,28	208,78	93,72	508,78	Qfag	seed	1998-99	0	0,00
58640	IN	OLD	N	N	11	INN11	-107,15	198,92	92,85	498,92	Qfag	seed	1998-99	0	0,00
58641	IN	OLD	N	N	12	INN12	-93,58	186,79	106,42	486,79	Qfag	seed	1998-99	0	0,00
58642	IN	OLD	N	N	13	INN13	-121,25	172,12	78,75	472,12	Qfag	seed	1998-99	0	0,00
58643	IN	OLD	N	N	14	INN14	-134,6	151,35	65,40	451,35	Qfag	seed	1998-99	0	0,00
58644	IN	OLD	N	N	15	INN15	-138,48	144,65	61,52	444,65	Qile	seed	1998-99	0	0,00
58645	IN	OLD	N	N	16	INN16	-140,12	132,79	59,88	432,79	Qfag	seed	1998-99	0	0,00
58646	IN	OLD	N	N	17	INN17	-104,72	111,81	95,28	411,81	Agra	seed	1998-99	0	0,00
58647	IN	OLD	N	N	18	INN18	-97,2	114,55	102,80	414,55	Qile	seed	1998-99	1	6,02
58648	IN	OLD	N	N	19	INN19	-88,08	105,43	111,92	405,43	Agra	seed	1998-99	0	0,00
58649	IN	OLD	N	N	20	INN20	-83,76	113,37	116,24	413,37	Agra	seed	1998-99	0	0,00
58650	IN	OLD	N	N	21	INN21	-54,37	108,25	145,63	408,25	Agra	seed	1998-99	0	0,00
58651	IN	OLD	N	N	22	INN22	-53,81	123,63	146,19	423,63	Qile	seed	1998-99	0	0,00
58652	IN	OLD	N	N	23	INN23	-26,62	132,57	173,38	432,57	Qfag	seed	1998-99	1	6,02
58653	IN	OLD	N	N	24	INN24	-20,34	127,3	179,66	427,30	Agra	seed	1998-99	0	0,00
58654	IN	OLD	N	N	25	INN25	-25,33	136,27	174,67	436,27	Qfag	seed	1998-99	0	0,00
58655	IN	OLD	N	N	26	INN26	56,18	190,25	256,18	490,25	Agra	seed	1998-99	0	0,00
58656	IN	OLD	N	N	27	INN27	51,42	126,31	251,42	426,31	Qile	seed	1998-99	0	0,00
58657	IN	OLD	N	N	28	INN28	37,62	91,38	237,62	391,38	Qfag	seed	1998-99	0	0,00
58658	IN	OLD	N	N	29	INN29	6,44	33,83	206,44	333,83	Qfag	seed	1998-99	1	6,02
58659	IN	OLD	N	N	30	INN30	-45,28	-11,54	154,72	288,46	Qile	seed	1998-99	1	6,02
58660	IN	OLD	N	N	31	INN31	-42,78	-4,68	157,22	295,32	Qile	seed	1998-99	0	0,00
58661	IN	OLD	N	N	32	INN32	-57,94	-8,74	142,06	291,26	Qile	seed	1998-99	0	0,00
58662	IN	OLD	N	N	33	INN33	-55,38	-1,7	144,62	298,30	Qile	seed	1998-99	0	0,00
58663	IN	OLD	N	N	34	INN34	-52,5	-16,53	147,50	283,47	Qfag	seed	1998-99	0	0,00
58664	IN	OLD	N	N	35	INN35	-69,11	-5,28	130,89	294,72	Qile	seed	1998-99	4	24,10
58665	IN	OLD	N	N	36	INN36	-65,88	-0,88	134,12	299,12	Qile	seed	1998-99	0	0,00
