orden	loc	area	mhab1	mhab2	point	name	ox	oy	x	y	species	code	year	n	densm2
56221	IN	NEW	R	R	59	INR59	80,94	227,81	280,94	527,81	00DA	seedling	1997	0	0,00
56222	IN	NEW	R	R	60	INR60	83,21	228,87	283,21	528,87	00DA	seedling	1997	0	0,00
56223	IN	NEW	R	R	61	INR61	84,03	226,61	284,03	526,61	00DA	seedling	1997	0	0,00
56224	IN	NEW	R	R	62	INR62	90,1	225,65	290,10	525,65	00DA	seedling	1997	0	0,00
56225	IN	NEW	R	R	63	INR63	91,01	228,87	291,01	528,87	00DA	seedling	1997	0	0,00
56226	IN	NEW	R	R	64	INR64	87,39	235	287,39	535,00	00DA	seedling	1997	0	0,00
56227	IN	NEW	R	R	65	INR65	83,1	237,49	283,10	537,49	00DA	seedling	1997	0	0,00
56228	IN	NEW	R	R	66	INR66	80,34	245,63	280,34	545,63	00DA	seedling	1997	0	0,00
56229	IN	NEW	R	R	67	INR67	87,34	249,14	287,34	549,14	00DA	seedling	1997	0	0,00
56230	IN	NEW	R	R	68	INR68	99,01	257,29	299,01	557,29	00DA	seedling	1997	0	0,00
56231	IN	NEW	R	R	69	INR69	95,37	259,49	295,37	559,49	00DA	seedling	1997	0	0,00
56232	IN	NEW	R	R	70	INR70	92,27	262,67	292,27	562,67	00DA	seedling	1997	0	0,00
56233	IN	NEW	R	R	71	INR71	79,3	362,75	279,30	662,75	00DA	seedling	1997	0	0,00
56234	IN	NEW	R	R	72	INR72	83,54	371,17	283,54	671,17	00DA	seedling	1997	0	0,00
56235	IN	NEW	R	R	73	INR73	89,32	371,23	289,32	671,23	00DA	seedling	1997	0	0,00
56236	IN	NEW	R	R	74	INR74	93,26	374,04	293,26	674,04	00DA	seedling	1997	0	0,00
56237	IN	NEW	R	R	75	INR75	95,34	370,82	295,34	670,82	00DA	seedling	1997	0	0,00
56238	IN	NEW	R	R	76	INR76	91,24	381,33	291,24	681,33	00DA	seedling	1997	0	0,00
56239	IN	NEW	R	R	77	INR77	95,04	383,1	295,04	683,10	00DA	seedling	1997	0	0,00
56240	IN	NEW	R	R	78	INR78	98,43	384,85	298,43	684,85	00DA	seedling	1997	0	0,00
56241	IN	NEW	R	R	79	INR79	101,99	387,5	301,99	687,50	00DA	seedling	1997	0	0,00
56242	IN	NEW	R	R	80	INR80	107,91	395,52	307,91	695,52	00DA	seedling	1997	0	0,00
56243	IN	NEW	S	S	41	INS41	41,71	277,82	241,71	577,82	00DA	seedling	1997	0	0,00
56244	IN	NEW	S	S	42	INS42	36,17	264,13	236,17	564,13	00DA	seedling	1997	0	0,00
56245	IN	NEW	S	S	43	INS43	37,48	259,77	237,48	559,77	00DA	seedling	1997	0	0,00
56246	IN	NEW	S	S	44	INS44	41,55	254,01	241,55	554,01	00DA	seedling	1997	0	0,00
56247	IN	NEW	S	S	45	INS45	43,44	249,22	243,44	549,22	00DA	seedling	1997	0	0,00
56248	IN	NEW	S	S	46	INS46	45,09	243,34	245,09	543,34	00DA	seedling	1997	0	0,00
56249	IN	NEW	S	S	47	INS47	47,74	240,08	247,74	540,08	00DA	seedling	1997	0	0,00
56250	IN	NEW	S	S	48	INS48	50,82	238,22	250,82	538,22	00DA	seedling	1997	0	0,00
56251	IN	NEW	S	S	49	INS49	52,84	236,14	252,84	536,14	00DA	seedling	1997	0	0,00
56252	IN	NEW	S	S	50	INS50	46,55	235,68	246,55	535,68	00DA	seedling	1997	0	0,00
56253	IN	NEW	S	S	51	INS51	30,14	279,63	230,14	579,63	00DA	seedling	1997	0	0,00
56254	IN	NEW	S	S	52	INS52	36,26	296,04	236,26	596,04	00DA	seedling	1997	0	0,00
56255	IN	NEW	S	S	53	INS53	43,38	311,8	243,38	611,80	00DA	seedling	1997	0	0,00
56256	IN	NEW	S	S	54	INS54	45,87	326,21	245,87	626,21	00DA	seedling	1997	0	0,00
56257	IN	NEW	S	S	55	INS55	77,1	356,52	277,10	656,52	00DA	seedling	1997	0	0,00
56258	IN	NEW	S	S	56	INS56	69,8	348,94	269,80	648,94	00DA	seedling	1997	0	0,00
56259	IN	NEW	S	S	57	INS57	49,08	303,95	249,08	603,95	00DA	seedling	1997	0	0,00
56260	IN	NEW	S	S	58	INS58	43,29	286,76	243,29	586,76	00DA	seedling	1997	0	0,00
56261	IN	NEW	S	S	59	INS59	46,06	279,07	246,06	579,07	00DA	seedling	1997	0	0,00
56262	IN	NEW	S	S	60	INS60	54,59	321,54	254,59	621,54	00DA	seedling	1997	0	0,00
56263	IN	NEW	S	S	61	INS61	52,14	245,63	252,14	545,63	00DA	seedling	1997	0	0,00
56264	IN	NEW	S	S	62	INS62	57,11	244,62	257,11	544,62	00DA	seedling	1997	0	0,00
56265	IN	NEW	S	S	63	INS63	58,33	248,53	258,33	548,53	00DA	seedling	1997	0	0,00
56266	IN	NEW	S	S	64	INS64	64,1	247,05	264,10	547,05	00DA	seedling	1997	0	0,00
56267	IN	NEW	S	S	65	INS65	68,13	247,79	268,13	547,79	00DA	seedling	1997	0	0,00
56268	IN	NEW	S	S	66	INS66	70,1	250,41	270,10	550,41	00DA	seedling	1997	0	0,00
56269	IN	NEW	S	S	67	INS67	74,28	249,13	274,28	549,13	00DA	seedling	1997	0	0,00
56270	IN	NEW	S	S	68	INS68	75,89	253,34	275,89	553,34	00DA	seedling	1997	0	0,00
56271	IN	NEW	S	S	69	INS69	79,55	254,7	279,55	554,70	00DA	seedling	1997	0	0,00
56272	IN	NEW	S	S	70	INS70	75,83	262,44	275,83	562,44	00DA	seedling	1997	0	0,00
56273	IN	NEW	S	S	71	INS71	87,14	264,33	287,14	564,33	00DA	seedling	1997	0	0,00
56274	IN	NEW	S	S	72	INS72	90,05	272,32	290,05	572,32	00DA	seedling	1997	0	0,00
56275	IN	NEW	S	S	73	INS73	91,56	276,46	291,56	576,46	00DA	seedling	1997	0	0,00
56276	IN	NEW	S	S	74	INS74	104,77	301,5	304,77	601,50	00DA	seedling	1997	0	0,00
56277	IN	NEW	S	S	75	INS75	109,14	304,06	309,14	604,06	00DA	seedling	1997	0	0,00
56278	IN	NEW	S	S	76	INS76	114,84	306,58	314,84	606,58	00DA	seedling	1997	0	0,00
56279	IN	NEW	S	S	77	INS77	116,5	312,4	316,50	612,40	00DA	seedling	1997	0	0,00
56280	IN	NEW	S	S	78	INS78	120,32	314,11	320,32	614,11	00DA	seedling	1997	0	0,00
56281	IN	NEW	S	S	79	INS79	123,21	318,4	323,21	618,40	00DA	seedling	1997	0	0,00
56282	IN	NEW	S	S	80	INS80	122,82	322,67	322,82	622,67	00DA	seedling	1997	0	0,00
56283	IN	OLD	A	A	1	I001	12,68	178,07	212,68	478,07	Pmah	seedling	1997	0	0,00
56284	IN	OLD	A	A	2	I002	-1,15	169,45	198,85	469,45	Pmah	seedling	1997	2	12,05
56285	IN	OLD	A	A	3	I003	-19,34	166,82	180,66	466,82	Cmon	seedling	1997	6	36,14
56286	IN	OLD	A	A	4	I004	-21,53	168,46	178,47	468,46	Rspp	seedling	1997	1	6,02
56287	IN	OLD	A	A	5	I005	-12,48	182,04	187,52	482,04	Pmah	seedling	1997	4	24,10
56288	IN	OLD	A	A	6	I006	-25	159,23	175,00	459,23	Pmah	seedling	1997	6	36,14
56289	IN	OLD	A	A	7	I007	-24,32	165,01	175,68	465,01	Rspp	seedling	1997	2	12,05
56290	IN	OLD	A	A	8	I008	-24,64	161,46	175,36	461,46	Larb	seedling	1997	0	0,00
56291	IN	OLD	A	A	9	I009	-41,02	172,14	158,98	472,14	Larb	seedling	1997	2	12,05
56292	IN	OLD	A	A	10	I0010	-51,21	176,11	148,79	476,11	Pmah	seedling	1997	4	24,10
56293	IN	OLD	A	A	11	I0011	-69,81	170,28	130,19	470,28	Rspp	seedling	1997	0	0,00
56294	IN	OLD	A	A	12	I0012	-64,98	120,89	135,02	420,89	Larb	seedling	1997	0	0,00
56295	IN	OLD	A	A	13	I0013	-94,55	128,47	105,45	428,47	Rspp	seedling	1997	0	0,00
56296	IN	OLD	A	A	14	I0014	-100,3	128,02	99,70	428,02	Larb	seedling	1997	1	6,02
56297	IN	OLD	A	A	15	I0015	-130,47	115,18	69,53	415,18	Cmon	seedling	1997	0	0,00
56298	IN	OLD	A	A	16	I0016	-130,41	121,69	69,59	421,69	Larb	seedling	1997	0	0,00
56299	IN	OLD	A	A	17	I0017	-129,03	128,28	70,97	428,28	Larb	seedling	1997	0	0,00
56300	IN	OLD	A	A	18	I0018	-141,22	154,09	58,78	454,09	Cmon	seedling	1997	0	0,00
56301	IN	OLD	A	A	19	I0019	47,21	155,73	247,21	455,73	Rspp	seedling	1997	3	18,07
56302	IN	OLD	A	A	20	I0020	52,05	155,28	252,05	455,28	Pmah	seedling	1997	12	72,29
56303	IN	OLD	A	A	21	I0021	59,99	153,22	259,99	453,22	Cmon	seedling	1997	9	54,22
56304	IN	OLD	A	A	22	I0022	61,41	158,29	261,41	458,29	Cmon	seedling	1997	7	42,17
56305	IN	OLD	A	A	23	I0023	61,24	148,58	261,24	448,58	Rspp	seedling	1997	1	6,02
56306	IN	OLD	A	A	24	I0024	54,98	131,39	254,98	431,39	Cmon	seedling	1997	0	0,00
56307	IN	OLD	A	A	25	I0025	41,88	115,92	241,88	415,92	Larb	seedling	1997	1	6,02
56308	IN	OLD	A	A	26	I0026	32,81	111,69	232,81	411,69	Cmon	seedling	1997	0	0,00
56309	IN	OLD	A	A	27	I0027	22,7	121,8	222,70	421,80	Pmah	seedling	1997	0	0,00
56310	IN	OLD	A	A	28	I0028	40,8	107,14	240,80	407,14	Rspp	seedling	1997	4	24,10
56311	IN	OLD	A	A	29	I0029	39,38	97,94	239,38	397,94	Cmon	seedling	1997	0	0,00
56312	IN	OLD	A	A	30	I0030	42,29	95,5	242,29	395,50	Pmah	seedling	1997	4	24,10
56313	IN	OLD	A	A	31	I0031	28,43	80,42	228,43	380,42	Cmon	seedling	1997	11	66,27
56314	IN	OLD	A	A	32	I0032	16,28	56,89	216,28	356,89	Larb	seedling	1997	1	6,02
56315	IN	OLD	A	A	33	I0033	-5,15	15,77	194,85	315,77	Larb	seedling	1997	0	0,00
56316	IN	OLD	A	A	34	I0034	-59,99	-16,37	140,01	283,63	Cmon	seedling	1997	1	6,02
56317	IN	OLD	A	A	35	I0035	-64,22	-7,06	135,78	292,94	Cmon	seedling	1997	0	0,00
56318	IN	OLD	A	A	36	I0036	-64,22	7,64	135,78	307,64	Tbac	seedling	1997	1	6,02
56319	IN	OLD	A	A	37	I0037	-66,86	17,49	133,14	317,49	Tbac	seedling	1997	0	0,00
56320	IN	OLD	A	A	38	I0038	-88,16	10,51	111,84	310,51	Tbac	seedling	1997	0	0,00
56321	IN	OLD	A	A	39	I0039	-71,05	48,78	128,95	348,78	Tbac	seedling	1997	0	0,00
56322	IN	OLD	A	A	40	I0040	40,35	128,48	240,35	428,48	Tbac	seedling	1997	1	6,02
56323	IN	OLD	A	A	41	I0041	-56,02	-19,67	143,98	280,33	Cmon	seedling	1997	0	0,00
56324	IN	OLD	A	A	42	I0042	-62,47	-13,27	137,53	286,73	Cmon	seedling	1997	3	18,07
56325	IN	OLD	A	A	43	I0043	-59,19	-1,65	140,81	298,35	Jpho	seedling	1997	0	0,00
56326	IN	OLD	A	A	44	I0044	-71,3	7,02	128,70	307,02	Larb	seedling	1997	0	0,00
56327	IN	OLD	A	A	45	I0045	-70,31	1,51	129,69	301,51	Rspp	seedling	1997	0	0,00
56328	IN	OLD	A	A	46	I0046	-67,42	13,18	132,58	313,18	Rspp	seedling	1997	0	0,00
56329	IN	OLD	A	A	47	I0047	-68,27	14,65	131,73	314,65	Larb	seedling	1997	0	0,00
56330	IN	OLD	A	A	48	I0048	-74,38	15,73	125,62	315,73	Rspp	seedling	1997	0	0,00
56331	IN	OLD	A	A	49	I0049	-50,87	20,5	149,13	320,50	Jpho	seedling	1997	0	0,00
56332	IN	OLD	A	A	50	I0050	14,93	104,48	214,93	404,48	Jpho	seedling	1997	0	0,00
56333	IN	OLD	A	A	51	I0051	-71,47	-11,77	128,53	288,23	Pmah	seedling	1997	3	18,07
56334	IN	OLD	A	A	52	I0052	-74,77	-12,02	125,23	287,98	Pmah	seedling	1997	6	36,14
56335	IN	OLD	A	A	53	I0053	-22,45	20,53	177,55	320,53	Larb	seedling	1997	1	6,02
56336	IN	OLD	A	A	68	I0068	-42,43	233,21	157,57	533,21	Larb	seedling	1997	0	0,00
56337	IN	OLD	A	A	69	I0069	-44,03	240,71	155,97	540,71	Larb	seedling	1997	1	6,02
56338	IN	OLD	A	A	70	I0070	-123,87	183,58	76,13	483,58	Larb	seedling	1997	0	0,00
56339	IN	OLD	A	A	79	I0079	-60,02	145,26	139,98	445,26	Jpho	seedling	1997	0	0,00
56340	IN	OLD	A	A	80	I0080	-65,1	70,99	134,90	370,99	Tbac	seedling	1997	0	0,00
56341	IN	OLD	A	A	54a	I0054a	-19,33	25,42	180,67	325,42	Larb	seedling	1997	2	12,05
56342	IN	OLD	B	B	1	INB1	77,83	161,18	277,83	461,18	Jcom	seedling	1997	0	0,00
56343	IN	OLD	B	B	2	INB2	62,12	165,34	262,12	465,34	Jcom	seedling	1997	0	0,00
56344	IN	OLD	B	B	3	INB3	49,8	179,09	249,80	479,09	Jcom	seedling	1997	0	0,00
56345	IN	OLD	B	B	4	INB4	9,85	163,87	209,85	463,87	Jcom	seedling	1997	0	0,00
56346	IN	OLD	B	B	5	INB5	-3,3	175,99	196,70	475,99	Jcom	seedling	1997	0	0,00
56347	IN	OLD	B	B	6	INB6	-24,93	192,28	175,07	492,28	Jcom	seedling	1997	0	0,00
56348	IN	OLD	B	B	7	INB7	-63,42	209,06	136,58	509,06	Jcom	seedling	1997	0	0,00
56349	IN	OLD	B	B	8	INB8	-58,06	169,88	141,94	469,88	Jcom	seedling	1997	0	0,00
56350	IN	OLD	B	B	9	INB9	-55,85	146,31	144,15	446,31	Jcom	seedling	1997	0	0,00
56351	IN	OLD	B	B	10	INB10	-88,12	139,7	111,88	439,70	Jcom	seedling	1997	0	0,00
56352	IN	OLD	B	B	11	INB11	-46,83	154,01	153,17	454,01	Jcom	seedling	1997	0	0,00
56353	IN	OLD	B	B	12	INB12	-66,09	163,47	133,91	463,47	Jcom	seedling	1997	0	0,00
56354	IN	OLD	B	B	13	INB13	-76,29	147,82	123,71	447,82	Jcom	seedling	1997	0	0,00
56355	IN	OLD	B	B	14	INB14	-95,77	124,21	104,23	424,21	Jcom	seedling	1997	0	0,00
56356	IN	OLD	B	B	15	INB15	-98,06	124,31	101,94	424,31	Jcom	seedling	1997	0	0,00
56357	IN	OLD	B	B	16	INB16	-3,49	9,58	196,51	309,58	Bvul	seedling	1997	0	0,00
56358	IN	OLD	B	B	17	INB17	9,13	59,23	209,13	359,23	Bvul	seedling	1997	0	0,00
56359	IN	OLD	B	B	18	INB18	7,75	59,47	207,75	359,47	Bvul	seedling	1997	0	0,00
56360	IN	OLD	B	B	19	INB19	64,03	161,85	264,03	461,85	Bvul	seedling	1997	1	6,02
56361	IN	OLD	B	B	20	INB20	79,75	178,48	279,75	478,48	Bvul	seedling	1997	0	0,00
56362	IN	OLD	B	B	21	INB21	5,37	175,82	205,37	475,82	Bvul	seedling	1997	0	0,00
56363	IN	OLD	B	B	22	INB22	-19,74	177,2	180,26	477,20	Bvul	seedling	1997	1	6,02
56364	IN	OLD	B	B	23	INB23	-22,25	174,77	177,75	474,77	Bvul	seedling	1997	0	0,00
56365	IN	OLD	B	B	24	INB24	-26,72	170,07	173,28	470,07	Bvul	seedling	1997	1	6,02
56366	IN	OLD	B	B	25	INB25	-75,62	172,28	124,38	472,28	Bvul	seedling	1997	0	0,00
56367	IN	OLD	B	B	26	INB26	-66,75	140,34	133,25	440,34	Bvul	seedling	1997	0	0,00
56368	IN	OLD	B	B	27	INB27	-76,3	133,11	123,70	433,11	Bvul	seedling	1997	0	0,00
56369	IN	OLD	B	B	28	INB28	-89,1	125,9	110,90	425,90	Bvul	seedling	1997	0	0,00
56370	IN	OLD	B	B	29	INB29	-125,21	110,54	74,79	410,54	Bvul	seedling	1997	0	0,00
56371	IN	OLD	B	B	30	INB30	-128,5	132,88	71,50	432,88	Bvul	seedling	1997	0	0,00
56372	IN	OLD	B	B	31	INB31	-24,62	8,96	175,38	308,96	Rsax	seedling	1997	0	0,00
56373	IN	OLD	B	B	32	INB32	-13,78	6,42	186,22	306,42	Rsax	seedling	1997	1	6,02
56374	IN	OLD	B	B	33	INB33	-12,58	14,83	187,42	314,83	Rsax	seedling	1997	0	0,00
56375	IN	OLD	B	B	34	INB34	-2,12	25,27	197,88	325,27	Rsax	seedling	1997	0	0,00
56376	IN	OLD	B	B	35	INB35	0,65	28,57	200,65	328,57	Rsax	seedling	1997	0	0,00
56377	IN	OLD	B	B	36	INB36	1,08	30,82	201,08	330,82	Rsax	seedling	1997	0	0,00
56378	IN	OLD	B	B	37	INB37	12,11	60,2	212,11	360,20	Rsax	seedling	1997	0	0,00
56379	IN	OLD	B	B	38	INB38	59,04	137,3	259,04	437,30	Rsax	seedling	1997	0	0,00
56380	IN	OLD	B	B	39	INB39	73,62	178,24	273,62	478,24	Rsax	seedling	1997	0	0,00
56381	IN	OLD	B	B	40	INB40	71,65	187,86	271,65	487,86	Rsax	seedling	1997	0	0,00
56382	IN	OLD	B	B	74	INB74	56,62	135,9	256,62	435,90	Rsax	seedling	1997	0	0,00
56383	IN	OLD	B	B	75	INB75	-3,63	31,14	196,37	331,14	Rsax	seedling	1997	0	0,00
56384	IN	OLD	B	B	76	INB76	-8	27,42	192,00	327,42	Rsax	seedling	1997	0	0,00
56385	IN	OLD	B	B	77	INB77	-9,43	25,42	190,57	325,42	Rsax	seedling	1997	0	0,00
56386	IN	OLD	B	B	78	INB78	-31,48	11,46	168,52	311,46	Rsax	seedling	1997	0	0,00
56387	IN	OLD	B	B	79	INB79	-65,18	3,9	134,82	303,90	Rsax	seedling	1997	0	0,00
56388	IN	OLD	B	B	80	INB80	-65,44	-2,52	134,56	297,48	Rsax	seedling	1997	0	0,00
56389	IN	OLD	N	N	1	INN1	-2,17	164,39	197,83	464,39	Qfag	seedling	1997	1	6,02
56390	IN	OLD	N	N	2	INN2	-7,71	161,39	192,29	461,39	Agra	seedling	1997	0	0,00
56391	IN	OLD	N	N	3	INN3	-31,77	151,62	168,23	451,62	Qfag	seedling	1997	0	0,00
56392	IN	OLD	N	N	4	INN4	-42,25	150,67	157,75	450,67	Qfag	seedling	1997	0	0,00
56393	IN	OLD	N	N	5	INN5	-49,72	172,18	150,28	472,18	Qfag	seedling	1997	0	0,00
56394	IN	OLD	N	N	6	INN6	-68,29	181,17	131,71	481,17	Qfag	seedling	1997	0	0,00
56395	IN	OLD	N	N	7	INN7	-71,28	178,03	128,72	478,03	Agra	seedling	1997	0	0,00
56396	IN	OLD	N	N	8	INN8	-78,58	165,69	121,42	465,69	Qfag	seedling	1997	0	0,00
56397	IN	OLD	N	N	9	INN9	-84,66	168,52	115,34	468,52	Qfag	seedling	1997	0	0,00
56398	IN	OLD	N	N	10	INN10	-106,28	208,78	93,72	508,78	Qfag	seedling	1997	0	0,00
56399	IN	OLD	N	N	11	INN11	-107,15	198,92	92,85	498,92	Qfag	seedling	1997	1	6,02
56400	IN	OLD	N	N	12	INN12	-93,58	186,79	106,42	486,79	Qfag	seedling	1997	0	0,00
56401	IN	OLD	N	N	13	INN13	-121,25	172,12	78,75	472,12	Qfag	seedling	1997	0	0,00
56402	IN	OLD	N	N	14	INN14	-134,6	151,35	65,40	451,35	Qfag	seedling	1997	0	0,00
56403	IN	OLD	N	N	15	INN15	-138,48	144,65	61,52	444,65	Qile	seedling	1997	1	6,02
56404	IN	OLD	N	N	16	INN16	-140,12	132,79	59,88	432,79	Qfag	seedling	1997	0	0,00
56405	IN	OLD	N	N	17	INN17	-104,72	111,81	95,28	411,81	Agra	seedling	1997	0	0,00
56406	IN	OLD	N	N	18	INN18	-97,2	114,55	102,80	414,55	Qile	seedling	1997	0	0,00
56407	IN	OLD	N	N	19	INN19	-88,08	105,43	111,92	405,43	Agra	seedling	1997	0	0,00
56408	IN	OLD	N	N	20	INN20	-83,76	113,37	116,24	413,37	Agra	seedling	1997	0	0,00
56409	IN	OLD	N	N	21	INN21	-54,37	108,25	145,63	408,25	Agra	seedling	1997	0	0,00
56410	IN	OLD	N	N	22	INN22	-53,81	123,63	146,19	423,63	Qile	seedling	1997	0	0,00
56411	IN	OLD	N	N	23	INN23	-26,62	132,57	173,38	432,57	Qfag	seedling	1997	0	0,00
56412	IN	OLD	N	N	24	INN24	-20,34	127,3	179,66	427,30	Agra	seedling	1997	0	0,00
56413	IN	OLD	N	N	25	INN25	-25,33	136,27	174,67	436,27	Qfag	seedling	1997	0	0,00
56414	IN	OLD	N	N	26	INN26	56,18	190,25	256,18	490,25	Agra	seedling	1997	0	0,00
56415	IN	OLD	N	N	27	INN27	51,42	126,31	251,42	426,31	Qile	seedling	1997	0	0,00
56416	IN	OLD	N	N	28	INN28	37,62	91,38	237,62	391,38	Qfag	seedling	1997	3	18,07
56417	IN	OLD	N	N	29	INN29	6,44	33,83	206,44	333,83	Qfag	seedling	1997	0	0,00
56418	IN	OLD	N	N	30	INN30	-45,28	-11,54	154,72	288,46	Qile	seedling	1997	0	0,00
56419	IN	OLD	N	N	31	INN31	-42,78	-4,68	157,22	295,32	Qile	seedling	1997	0	0,00
56420	IN	OLD	N	N	32	INN32	-57,94	-8,74	142,06	291,26	Qile	seedling	1997	0	0,00
56421	IN	OLD	N	N	33	INN33	-55,38	-1,7	144,62	298,30	Qile	seedling	1997	0	0,00
56422	IN	OLD	N	N	34	INN34	-52,5	-16,53	147,50	283,47	Qfag	seedling	1997	0	0,00
56423	IN	OLD	N	N	35	INN35	-69,11	-5,28	130,89	294,72	Qile	seedling	1997	0	0,00
56424	IN	OLD	N	N	36	INN36	-65,88	-0,88	134,12	299,12	Qile	seedling	1997	1	6,02
56425	IN	OLD	N	N	37	INN37	-62,19	31,82	137,81	331,82	Agra	seedling	1997	2	12,05
56426	IN	OLD	N	N	38	INN38	-81,78	28,78	118,22	328,78	Agra	seedling	1997	0	0,00
56427	IN	OLD	N	N	39	INN39	-93,11	24,2	106,89	324,20	Qile	seedling	1997	0	0,00
56428	IN	OLD	N	N	40	INN40	-74,09	42,25	125,91	342,25	Qile	seedling	1997	0	0,00
56429	IN	OLD	N	N	41	INN41	11,99	227,92	211,99	527,92	Qfag	seedling	1997	0	0,00
56430	IN	OLD	N	N	42	INN42	30,2	198,35	230,20	498,35	Agra	seedling	1997	0	0,00
56431	IN	OLD	N	N	43	INN43	43,25	195,48	243,25	495,48	Agra	seedling	1997	0	0,00
56432	IN	OLD	N	N	44	INN44	52,95	187,9	252,95	487,90	Agra	seedling	1997	0	0,00
56433	IN	OLD	N	N	45	INN45	52,6	190,39	252,60	490,39	Agra	seedling	1997	0	0,00
56434	IN	OLD	N	N	46	INN46	0,89	162,85	200,89	462,85	Qfag	seedling	1997	0	0,00
56435	IN	OLD	N	N	47	INN47	-8,53	161,06	191,47	461,06	Agra	seedling	1997	1	6,02
56436	IN	OLD	N	N	48	INN48	-31,5	148,83	168,50	448,83	Qfag	seedling	1997	0	0,00
56437	IN	OLD	N	N	49	INN49	-41,96	147,91	158,04	447,91	Qfag	seedling	1997	0	0,00
56438	IN	OLD	N	N	50	INN50	-52,76	106,33	147,24	406,33	Agra	seedling	1997	0	0,00
56439	IN	OLD	N	N	51	INN51	-52,18	110,15	147,82	410,15	Agra	seedling	1997	0	0,00
56440	IN	OLD	N	N	52	INN52	-52,12	111,88	147,88	411,88	Agra	seedling	1997	0	0,00
56441	IN	OLD	N	N	53	INN53	-77,2	103	122,80	403,00	Qfag	seedling	1997	0	0,00
56442	IN	OLD	N	N	54	INN54	-85,08	110,14	114,92	410,14	Agra	seedling	1997	0	0,00
56443	IN	OLD	N	N	55	INN55	-101,46	111,57	98,54	411,57	Agra	seedling	1997	0	0,00
56444	IN	OLD	N	N	56	INN56	-143,03	135,24	56,97	435,24	Qfag	seedling	1997	0	0,00
56445	IN	OLD	N	N	57	INN57	-170,76	117,99	29,24	417,99	Qfag	seedling	1997	0	0,00
56446	IN	OLD	N	N	58	INN58	-122,51	143,96	77,49	443,96	Qile	seedling	1997	0	0,00
56447	IN	OLD	N	N	59	INN59	-161,6	153,51	38,40	453,51	Qfag	seedling	1997	0	0,00
56448	IN	OLD	N	N	60	INN60	-162,16	155,89	37,84	455,89	Qfag	seedling	1997	0	0,00
56449	IN	OLD	N	N	61	INN61	10,18	228,76	210,18	528,76	Qfag	seedling	1997	0	0,00
56450	IN	OLD	N	N	62	INN62	-13,55	260,07	186,45	560,07	Qfag	seedling	1997	0	0,00
56451	IN	OLD	N	N	63	INN63	-15,18	261,69	184,82	561,69	Agra	seedling	1997	0	0,00
56452	IN	OLD	N	N	64	INN64	-78,73	256,6	121,27	556,60	Qfag	seedling	1997	0	0,00
56453	IN	OLD	N	N	65	INN65	-78,73	242,6	121,27	542,60	Qile	seedling	1997	0	0,00
56454	IN	OLD	N	N	66	INN66	-85,08	232,74	114,92	532,74	Qile	seedling	1997	0	0,00
56455	IN	OLD	N	N	67	INN67	-92,59	241,71	107,41	541,71	Qile	seedling	1997	0	0,00
56456	IN	OLD	N	N	68	INN68	-88,15	247	111,85	547,00	Qile	seedling	1997	0	0,00
56457	IN	OLD	N	N	69	INN69	-83,17	219,56	116,83	519,56	Qile	seedling	1997	0	0,00
56458	IN	OLD	N	N	70	INN70	-95,94	217,46	104,06	517,46	Qfag	seedling	1997	0	0,00
56459	IN	OLD	N	N	71	INN71	-99,52	223,29	100,48	523,29	Agra	seedling	1997	0	0,00
56460	IN	OLD	N	N	72	INN72	-108,4	220,8	91,60	520,80	Qfag	seedling	1997	0	0,00
56461	IN	OLD	N	N	73	INN73	-101,84	199,27	98,16	499,27	Qfag	seedling	1997	0	0,00
56462	IN	OLD	N	N	74	INN74	-97,73	200,23	102,27	500,23	Qile	seedling	1997	0	0,00
56463	IN	OLD	N	N	75	INN75	-100,41	196,19	99,59	496,19	Qfag	seedling	1997	0	0,00
56464	IN	OLD	N	N	76	INN76	-138,97	160,4	61,03	460,40	Qfag	seedling	1997	0	0,00
56465	IN	OLD	N	N	77	INN77	-153,58	165,09	46,42	465,09	Qfag	seedling	1997	0	0,00
56466	IN	OLD	N	N	78	INN78	-152,09	155,4	47,91	455,40	Qfag	seedling	1997	0	0,00
56467	IN	OLD	N	N	79	INN79	-150,2	148,83	49,80	448,83	Qfag	seedling	1997	0	0,00
56468	IN	OLD	N	N	80	INN80	-147,92	143,93	52,08	443,93	Qfag	seedling	1997	0	0,00
56469	IN	OLD	P	P	41	INP41	-29,57	130,22	170,43	430,22	Pnig	seedling	1997	0	0,00
56470	IN	OLD	P	P	42	INP42	-36,14	126,18	163,86	426,18	Pnig	seedling	1997	1	6,02
56471	IN	OLD	P	P	43	INP43	-42,45	117,17	157,55	417,17	Pnig	seedling	1997	0	0,00
56472	IN	OLD	P	P	44	INP44	-46,87	118,23	153,13	418,23	Pnig	seedling	1997	5	30,12
56473	IN	OLD	P	P	45	INP45	-49,94	134,32	150,06	434,32	Pnig	seedling	1997	1	6,02
56474	IN	OLD	P	P	46	INP46	-67,74	133,76	132,26	433,76	Pnig	seedling	1997	1	6,02
56475	IN	OLD	P	P	47	INP47	-69,87	158,07	130,13	458,07	Pnig	seedling	1997	0	0,00
56476	IN	OLD	P	P	48	INP48	-83,06	152,95	116,94	452,95	Pnig	seedling	1997	0	0,00
56477	IN	OLD	P	P	49	INP49	-100,3	149,92	99,70	449,92	Pnig	seedling	1997	0	0,00
