Prunus mahaleb, 11 loci microsatellites, 10 poplations
Fam001 FamMg3 Fam018 Tet403 TetE02 TetMC4 TetMC5 Hex406 Hex402 HexA05 HexH03                                                           
Pop
NN_763    ,    113113    176178    244246    104110    143173    221221    235235    095095    118118    200200    257257
NN_764    ,    127127    176186    244246    104110    143143    221222    231231    095095    146146    194198    261261
NN_765    ,    119127    176176    244246    104110    161161    221222    231231    095095    118146    194198    261261
NN_766    ,    119119    176186    244246    104110    143161    221222    231231    095095    146146    194194    257257
NN_767    ,    113113    176178    244246    104110    143173    221221    235235    095097    118118    200200    257257
NN_768    ,    119127    176186    244244    104110    143161    221222    231231    095095    118146    194198    261261
NN_NN769  ,    119127    176186    244246    104110    143161    221222    231231    095095    118146    194198    257261
NN_770    ,    113119    178178    244246    104110    173173    221226    231235    095097    118132    194198    261269
NN_772    ,    127127    186186    244246    104110    143161    221222    231231    095095    118146    194198    257261
NN_774    ,    119127    176186    246246    104110    143143    221222    231231    095095    146146    194198    257261
NN_775    ,    119119    176178    244246    112124    161171    221221    235235    095097    132144    198200    257259
NN_NNNM1  ,    119119    176178    244246    110112    161161    221221    231235    097097    118146    198198    269269
NN_NNNM2  ,    119119    176186    246246    104110    143161    221222    231231    095095    118118    198198    257261
NN_NNNM3  ,    119127    176186    244246    104104    143161    221222    231231    095095    118118    194198    257261
NN_NNNM4  ,    119119    176186    244246    104104    161161    221222    231231    095095    118146    198198    257257
NN_NNNM5  ,    113113    176178    244246    104110    161185    221221    231235    093097    118144    200200    257269
NN_NNNM6  ,    119119    176178    244246    104110    161173    221221    231235    095095    118118    194198    257261
NN_901    ,    121127    178192    244246    104104    177183    221221    231235    097101    118144    194202    265265
NN_902    ,    121121    178178    244246    104104    167183    221221    235235    093097    118136    194194    265265
NN_903    ,    121121    178178    244244    104112    183183    221221    235235    093093    118118    198198    257265
NN_904    ,    121121    178178    244246    104104    167183    221221    235235    093097    136136    194198    265265
NN_905    ,    121127    178178    244246    104112    143183    221221    235235    097101    118144    194198    265265
NN_906    ,    121121    178178    246246    104112    167183    221221    235235    093097    118118    194198    257265
NN_907    ,    119119    176206    244246    104104    143167    221228    231231    097097    136136    198198    255261
NN_908    ,    127127    178210    244246    104104    177177    221221    231231    097101    136136    198198    255255
